timestamp,region,service_line,resource_demand,capacity_planned,operational_spend_usd,reliability_score,gdp_growth_rate,tech_investment_index,cloud_sentiment_score,year,month,day
2024-02-07,West Europe,Compute,584.73,742,327.45,99.469,2.13,121.04,1970-01-01 00:00:00.000000064,1970,1,1
2024-02-07,West Europe,Storage,952.94,1210,133.41,99.536,2.13,121.04,1970-01-01 00:00:00.000000064,1970,1,1
2024-02-07,Central India,Compute,500.7,635,280.39,99.897,2.03,120.99,1970-01-01 00:00:00.000000062,1970,1,1
2024-02-07,Central India,Storage,822.11,1044,115.1,99.759,2.03,120.99,1970-01-01 00:00:00.000000062,1970,1,1
2024-02-08,East US,Compute,656.67,833,367.74,99.605,2.0,122.29,1970-01-01 00:00:00.000000061,1970,1,1
2024-02-08,East US,Storage,1136.07,1442,159.05,99.696,2.0,122.29,1970-01-01 00:00:00.000000061,1970,1,1
2024-02-08,West Europe,Compute,561.69,713,314.54,99.854,2.25,124.0,1970-01-01 00:00:00.000000068,1970,1,1
2024-02-08,West Europe,Storage,999.7,1269,139.96,99.829,2.25,124.0,1970-01-01 00:00:00.000000068,1970,1,1
2024-02-08,Central India,Compute,509.35,646,285.24,99.67,1.92,121.01,1970-01-01 00:00:00.000000069,1970,1,1
2024-02-08,Central India,Storage,842.37,1069,117.93,99.563,1.92,121.01,1970-01-01 00:00:00.000000069,1970,1,1
2024-02-09,East US,Compute,651.28,827,364.72,99.449,1.98,122.19,1970-01-01 00:00:00.000000062,1970,1,1
2024-02-09,East US,Storage,1100.1,1397,154.01,99.646,1.98,122.19,1970-01-01 00:00:00.000000062,1970,1,1
2024-02-09,West Europe,Compute,592.76,752,331.95,99.808,2.14,122.69,1970-01-01 00:00:00.000000065,1970,1,1
2024-02-09,West Europe,Storage,996.37,1265,139.49,99.961,2.14,122.69,1970-01-01 00:00:00.000000065,1970,1,1
2024-02-09,Central India,Compute,518.68,658,290.46,99.894,2.2,122.65,1970-01-01 00:00:00.000000064,1970,1,1
2024-02-09,Central India,Storage,831.85,1056,116.46,99.479,2.2,122.65,1970-01-01 00:00:00.000000064,1970,1,1
2024-02-10,East US,Compute,687.22,872,384.84,99.595,2.06,125.89,1970-01-01 00:00:00.000000069,1970,1,1
2024-02-10,East US,Storage,1124.99,1428,157.5,99.604,2.06,125.89,1970-01-01 00:00:00.000000069,1970,1,1
2024-02-10,West Europe,Compute,572.28,726,320.48,99.752,2.04,124.23,1970-01-01 00:00:00.000000065,1970,1,1
2024-02-10,West Europe,Storage,967.25,1228,135.42,99.531,2.04,124.23,1970-01-01 00:00:00.000000065,1970,1,1
2024-02-10,Central India,Compute,468.72,595,262.48,99.538,1.99,121.42,1970-01-01 00:00:00.000000063,1970,1,1
2024-02-10,Central India,Storage,847.83,1076,118.7,99.538,1.99,121.42,1970-01-01 00:00:00.000000063,1970,1,1
2024-02-11,East US,Compute,645.84,820,361.67,99.48,2.11,124.98,1970-01-01 00:00:00.000000060,1970,1,1
2024-02-11,East US,Storage,1125.04,1428,157.51,99.976,2.11,124.98,1970-01-01 00:00:00.000000060,1970,1,1
2024-02-11,West Europe,Compute,569.45,723,318.89,99.859,2.1,125.74,1970-01-01 00:00:00.000000067,1970,1,1
2024-02-11,West Europe,Storage,974.3,1237,136.4,99.989,2.1,125.74,1970-01-01 00:00:00.000000067,1970,1,1
2024-02-11,Central India,Compute,480.22,609,268.92,99.566,2.05,124.19,1970-01-01 00:00:00.000000062,1970,1,1
2024-02-11,Central India,Storage,821.68,1043,115.04,99.674,2.05,124.19,1970-01-01 00:00:00.000000062,1970,1,1
2024-02-12,East US,Compute,645.44,819,361.45,99.924,2.17,123.59,1970-01-01 00:00:00.000000066,1970,1,1
2024-02-12,East US,Storage,1107.2,1406,155.01,99.583,2.17,123.59,1970-01-01 00:00:00.000000066,1970,1,1
2024-02-12,West Europe,Compute,581.15,738,325.44,99.433,1.95,121.31,1970-01-01 00:00:00.000000068,1970,1,1
2024-02-12,West Europe,Storage,957.71,1216,134.08,99.713,1.95,121.31,1970-01-01 00:00:00.000000068,1970,1,1
2024-02-12,Central India,Compute,504.85,641,282.71,99.421,2.05,125.57,1970-01-01 00:00:00.000000067,1970,1,1
2024-02-12,Central India,Storage,832.89,1057,116.61,99.893,2.05,125.57,1970-01-01 00:00:00.000000067,1970,1,1
2024-02-13,East US,Compute,679.7,863,380.63,99.819,2.25,120.98,1970-01-01 00:00:00.000000065,1970,1,1
2024-02-13,East US,Storage,1140.57,1448,159.68,99.494,2.25,120.98,1970-01-01 00:00:00.000000065,1970,1,1
2024-02-13,West Europe,Compute,577.22,733,323.25,99.93,2.21,121.3,1970-01-01 00:00:00.000000062,1970,1,1
2024-02-13,West Europe,Storage,974.38,1237,136.41,99.657,2.21,121.3,1970-01-01 00:00:00.000000062,1970,1,1
2024-02-13,Central India,Compute,485.47,616,271.86,99.904,2.09,121.85,1970-01-01 00:00:00.000000068,1970,1,1
2024-02-13,Central India,Storage,818.56,1039,114.6,99.95,2.09,121.85,1970-01-01 00:00:00.000000068,1970,1,1
2024-02-14,East US,Compute,665.79,845,372.84,99.614,2.11,121.19,1970-01-01 00:00:00.000000068,1970,1,1
2024-02-14,East US,Storage,1154.49,1466,161.63,99.626,2.11,121.19,1970-01-01 00:00:00.000000068,1970,1,1
2024-02-14,West Europe,Compute,596.27,757,333.91,99.86,2.07,122.38,1970-01-01 00:00:00.000000068,1970,1,1
2024-02-14,West Europe,Storage,986.3,1252,138.08,99.971,2.07,122.38,1970-01-01 00:00:00.000000068,1970,1,1
2024-02-14,Central India,Compute,489.14,621,273.92,99.937,1.91,120.33,1970-01-01 00:00:00.000000063,1970,1,1
2024-02-14,Central India,Storage,854.16,1084,119.58,99.432,1.91,120.33,1970-01-01 00:00:00.000000063,1970,1,1
2024-02-15,East US,Compute,639.33,811,358.02,99.74,2.06,120.99,1970-01-01 00:00:00.000000062,1970,1,1
2024-02-15,East US,Storage,1134.17,1440,158.78,99.913,2.06,120.99,1970-01-01 00:00:00.000000062,1970,1,1
2024-02-15,West Europe,Compute,585.65,743,327.97,99.916,2.17,124.86,1970-01-01 00:00:00.000000066,1970,1,1
2024-02-15,West Europe,Storage,971.26,1233,135.98,99.658,2.17,124.86,1970-01-01 00:00:00.000000066,1970,1,1
2024-02-15,Central India,Compute,486.86,618,272.64,99.809,2.24,120.52,1970-01-01 00:00:00.000000061,1970,1,1
2024-02-15,Central India,Storage,810.69,1029,113.5,99.53,2.24,120.52,1970-01-01 00:00:00.000000061,1970,1,1
2024-02-16,East US,Compute,661.13,839,370.23,99.973,2.14,125.99,1970-01-01 00:00:00.000000060,1970,1,1
2024-02-16,East US,Storage,1128.22,1432,157.95,99.599,2.14,125.99,1970-01-01 00:00:00.000000060,1970,1,1
2024-02-16,West Europe,Compute,576.16,731,322.65,99.779,2.09,123.27,1970-01-01 00:00:00.000000063,1970,1,1
2024-02-16,West Europe,Storage,973.66,1236,136.31,99.909,2.09,123.27,1970-01-01 00:00:00.000000063,1970,1,1
2024-02-16,Central India,Compute,500.56,635,280.31,99.497,2.18,125.75,1970-01-01 00:00:00.000000061,1970,1,1
2024-02-16,Central India,Storage,842.94,1070,118.01,99.718,2.18,125.75,1970-01-01 00:00:00.000000061,1970,1,1
2024-02-17,East US,Compute,672.12,853,376.39,99.878,1.93,121.64,1970-01-01 00:00:00.000000068,1970,1,1
2024-02-17,East US,Storage,1141.66,1449,159.83,99.59,1.93,121.64,1970-01-01 00:00:00.000000068,1970,1,1
2024-02-17,West Europe,Compute,569.86,723,319.12,99.73,1.92,122.11,1970-01-01 00:00:00.000000062,1970,1,1
2024-02-17,West Europe,Storage,963.07,1223,134.83,99.942,1.92,122.11,1970-01-01 00:00:00.000000062,1970,1,1
2024-02-17,Central India,Compute,811.3499999999999,614,270.86,99.634,2.18,125.515,1970-01-01 00:00:00.000000063,1970,1,1
2024-02-17,Central India,Storage,841.14,1068,117.76,99.574,1.92,125.32,1970-01-01 00:00:00.000000063,1970,1,1
2024-02-18,East US,Compute,680.91,864,381.31,99.912,2.17,124.33,1970-01-01 00:00:00.000000060,1970,1,1
2024-02-18,East US,Storage,1098.16,1394,153.74,99.445,2.17,124.33,1970-01-01 00:00:00.000000060,1970,1,1
2024-02-18,West Europe,Compute,569.68,723,319.02,99.712,2.19,121.6,1970-01-01 00:00:00.000000063,1970,1,1
2024-02-18,West Europe,Storage,982.84,1248,137.6,99.807,2.19,121.6,1970-01-01 00:00:00.000000063,1970,1,1
2024-02-18,Central India,Compute,469.6,596,262.97,99.684,2.1,120.85,1970-01-01 00:00:00.000000065,1970,1,1
2024-02-18,Central India,Storage,835.01,1060,116.9,99.841,2.1,120.85,1970-01-01 00:00:00.000000065,1970,1,1
2024-02-19,East US,Compute,668.83,849,374.55,99.672,1.91,121.71,1970-01-01 00:00:00.000000064,1970,1,1
2024-02-19,East US,Storage,1123.72,1427,157.32,99.553,1.91,121.71,1970-01-01 00:00:00.000000064,1970,1,1
2024-02-19,West Europe,Compute,572.34,726,320.51,99.545,2.06,124.92,1970-01-01 00:00:00.000000069,1970,1,1
2024-02-19,West Europe,Storage,979.5,1243,137.13,99.768,2.06,124.92,1970-01-01 00:00:00.000000069,1970,1,1
2024-02-19,Central India,Compute,467.34,593,261.71,99.519,1.93,122.45,1970-01-01 00:00:00.000000061,1970,1,1
2024-02-19,Central India,Storage,820.51,1042,114.87,99.488,1.93,122.45,1970-01-01 00:00:00.000000061,1970,1,1
2024-02-20,East US,Compute,654.63,831,366.59,99.961,2.19,124.49,1970-01-01 00:00:00.000000065,1970,1,1
2024-02-20,East US,Storage,1141.52,1449,159.81,99.709,2.19,124.49,1970-01-01 00:00:00.000000065,1970,1,1
2024-02-20,West Europe,Compute,596.74,757,334.18,99.591,2.19,123.53,1970-01-01 00:00:00.000000067,1970,1,1
2024-02-20,West Europe,Storage,968.41,1229,135.58,99.659,2.19,123.53,1970-01-01 00:00:00.000000067,1970,1,1
2024-02-20,Central India,Compute,509.77,647,285.47,99.86,1.97,123.15,1970-01-01 00:00:00.000000062,1970,1,1
2024-02-20,Central India,Storage,818.92,1040,114.65,99.796,1.97,123.15,1970-01-01 00:00:00.000000062,1970,1,1
2024-02-21,East US,Compute,660.07,838,369.64,99.782,2.07,124.89,1970-01-01 00:00:00.000000063,1970,1,1
2024-02-21,East US,Storage,1135.5,1442,158.97,99.758,2.07,124.89,1970-01-01 00:00:00.000000063,1970,1,1
2024-02-21,West Europe,Compute,562.22,714,314.84,99.682,1.97,125.04,1970-01-01 00:00:00.000000064,1970,1,1
2024-02-21,West Europe,Storage,984.14,1249,137.78,99.86,1.97,125.04,1970-01-01 00:00:00.000000064,1970,1,1
2024-02-21,Central India,Compute,470.39,597,263.42,99.578,2.22,124.27,1970-01-01 00:00:00.000000063,1970,1,1
2024-02-21,Central India,Storage,845.36,1073,118.35,99.904,2.22,124.27,1970-01-01 00:00:00.000000063,1970,1,1
2024-02-22,East US,Compute,692.22,879,387.64,99.903,2.29,123.42,1970-01-01 00:00:00.000000069,1970,1,1
2024-02-22,East US,Storage,1130.29,1435,158.24,99.841,2.29,123.42,1970-01-01 00:00:00.000000069,1970,1,1
2024-02-22,West Europe,Compute,586.98,745,328.71,99.839,2.28,125.38,1970-01-01 00:00:00.000000067,1970,1,1
2024-02-22,West Europe,Storage,1003.2,1274,140.45,99.539,2.28,125.38,1970-01-01 00:00:00.000000067,1970,1,1
2024-02-22,Central India,Compute,483.34,613,270.67,99.659,2.22,122.85,1970-01-01 00:00:00.000000064,1970,1,1
2024-02-22,Central India,Storage,836.26,1062,117.08,99.605,2.22,122.85,1970-01-01 00:00:00.000000064,1970,1,1
2024-02-23,East US,Compute,658.18,835,368.58,99.953,2.1,124.84,1970-01-01 00:00:00.000000062,1970,1,1
2024-02-23,East US,Storage,1119.0,1421,156.66,99.461,2.1,124.84,1970-01-01 00:00:00.000000062,1970,1,1
2024-02-23,West Europe,Compute,558.07,708,312.52,99.696,2.23,123.14,1970-01-01 00:00:00.000000066,1970,1,1
2024-02-23,West Europe,Storage,995.27,1263,139.34,99.832,2.23,123.14,1970-01-01 00:00:00.000000066,1970,1,1
2024-02-23,Central India,Compute,493.65,626,276.44,99.701,2.02,125.75,1970-01-01 00:00:00.000000063,1970,1,1
2024-02-23,Central India,Storage,862.79,1095,120.79,99.485,2.02,125.75,1970-01-01 00:00:00.000000063,1970,1,1
2024-02-24,East US,Compute,638.6,811,357.61,99.917,1.98,122.94,1970-01-01 00:00:00.000000062,1970,1,1
2024-02-24,East US,Storage,1098.32,1394,153.76,99.97,1.98,122.94,1970-01-01 00:00:00.000000062,1970,1,1
2024-02-24,West Europe,Compute,576.15,731,322.65,99.942,2.18,122.41,1970-01-01 00:00:00.000000068,1970,1,1
2024-02-24,West Europe,Storage,968.11,1229,135.53,99.901,2.18,122.41,1970-01-01 00:00:00.000000068,1970,1,1
2024-02-24,Central India,Compute,507.08,643,283.96,99.665,2.13,123.48,1970-01-01 00:00:00.000000064,1970,1,1
2024-02-24,Central India,Storage,844.82,1072,118.28,99.876,2.13,123.48,1970-01-01 00:00:00.000000064,1970,1,1
2024-02-25,East US,Compute,654.58,831,366.56,99.988,2.16,121.62,1970-01-01 00:00:00.000000060,1970,1,1
2024-02-25,East US,Storage,1100.21,1397,154.03,99.84,2.16,121.62,1970-01-01 00:00:00.000000060,1970,1,1
2024-02-25,West Europe,Compute,584.15,741,327.12,99.988,1.97,122.07,1970-01-01 00:00:00.000000068,1970,1,1
2024-02-25,West Europe,Storage,981.4,1246,137.4,99.763,1.97,122.07,1970-01-01 00:00:00.000000068,1970,1,1
2024-02-25,Central India,Compute,470.32,597,263.38,99.486,2.1,122.24,1970-01-01 00:00:00.000000061,1970,1,1
2024-02-25,Central India,Storage,853.47,1083,119.49,99.924,2.1,122.24,1970-01-01 00:00:00.000000061,1970,1,1
2024-02-26,East US,Compute,686.14,871,384.24,99.559,2.03,125.5,1970-01-01 00:00:00.000000066,1970,1,1
2024-02-26,East US,Storage,1134.09,1440,158.77,99.454,2.03,125.5,1970-01-01 00:00:00.000000066,1970,1,1
2024-02-26,West Europe,Compute,577.42,733,323.36,99.662,2.03,122.55,1970-01-01 00:00:00.000000068,1970,1,1
2024-02-26,West Europe,Storage,971.87,1234,136.06,99.957,2.03,122.55,1970-01-01 00:00:00.000000068,1970,1,1
2024-02-26,Central India,Compute,507.79,644,284.36,99.809,2.24,124.4,1970-01-01 00:00:00.000000066,1970,1,1
2024-02-26,Central India,Storage,849.11,1078,118.88,99.404,2.24,124.4,1970-01-01 00:00:00.000000066,1970,1,1
2024-02-27,East US,Compute,653.1,829,365.74,99.914,1.92,121.43,1970-01-01 00:00:00.000000066,1970,1,1
2024-02-27,East US,Storage,1135.55,1442,158.98,99.977,1.92,121.43,1970-01-01 00:00:00.000000066,1970,1,1
2024-02-27,West Europe,Compute,563.07,715,315.32,99.903,1.93,125.91,1970-01-01 00:00:00.000000069,1970,1,1
2024-02-27,West Europe,Storage,968.03,1229,135.52,99.814,1.93,125.91,1970-01-01 00:00:00.000000069,1970,1,1
2024-02-27,Central India,Compute,478.82,608,268.14,99.983,1.92,124.68,1970-01-01 00:00:00.000000068,1970,1,1
2024-02-27,Central India,Storage,837.15,1063,117.2,99.858,1.92,124.68,1970-01-01 00:00:00.000000068,1970,1,1
2024-02-28,East US,Compute,677.67,860,379.5,99.821,1.95,123.36,1970-01-01 00:00:00.000000064,1970,1,1
2024-02-28,East US,Storage,1145.83,1455,160.42,99.44,1.95,123.36,1970-01-01 00:00:00.000000064,1970,1,1
2024-02-28,West Europe,Compute,592.36,752,331.72,99.977,2.12,124.27,1970-01-01 00:00:00.000000061,1970,1,1
2024-02-28,West Europe,Storage,970.61,1232,135.89,99.778,2.12,124.27,1970-01-01 00:00:00.000000061,1970,1,1
2024-02-28,Central India,Compute,505.75,642,283.22,99.825,2.13,123.43,1970-01-01 00:00:00.000000066,1970,1,1
2024-02-28,Central India,Storage,820.35,1041,114.85,99.74,2.13,123.43,1970-01-01 00:00:00.000000066,1970,1,1
2024-02-29,East US,Compute,647.42,822,362.56,99.885,1.96,124.73,1970-01-01 00:00:00.000000065,1970,1,1
2024-02-29,East US,Storage,1143.49,1452,160.09,99.606,1.96,124.73,1970-01-01 00:00:00.000000065,1970,1,1
2024-02-29,West Europe,Compute,588.16,746,329.37,99.594,2.1,124.93,1970-01-01 00:00:00.000000060,1970,1,1
2024-02-29,West Europe,Storage,977.28,1241,136.82,99.622,2.1,124.93,1970-01-01 00:00:00.000000060,1970,1,1
2024-02-29,Central India,Compute,472.24,599,264.46,99.598,1.96,121.64,1970-01-01 00:00:00.000000066,1970,1,1
2024-02-29,Central India,Storage,857.1,1088,119.99,99.972,1.96,121.64,1970-01-01 00:00:00.000000066,1970,1,1
2024-03-01,East US,Compute,688.75,874,385.7,99.92,2.19,126.45,1970-01-01 00:00:00.000000068,1970,1,1
2024-03-01,East US,Storage,1159.19,1472,162.29,99.718,2.19,126.45,1970-01-01 00:00:00.000000068,1970,1,1
2024-03-01,West Europe,Compute,572.95,727,320.85,99.96,2.1,123.22,1970-01-01 00:00:00.000000062,1970,1,1
2024-03-01,West Europe,Storage,966.62,1227,135.33,99.736,2.1,123.22,1970-01-01 00:00:00.000000062,1970,1,1
2024-03-01,Central India,Compute,507.14,644,284.0,99.773,2.27,124.02,1970-01-01 00:00:00.000000060,1970,1,1
2024-03-01,Central India,Storage,813.85,1033,113.94,99.925,2.27,124.02,1970-01-01 00:00:00.000000060,1970,1,1
2024-03-02,East US,Compute,675.38,857,378.21,99.7,1.99,123.23,1970-01-01 00:00:00.000000069,1970,1,1
2024-03-02,East US,Storage,1129.18,1434,158.09,99.648,1.99,123.23,1970-01-01 00:00:00.000000069,1970,1,1
2024-03-02,West Europe,Compute,601.91,764,337.07,99.678,2.1,126.73,1970-01-01 00:00:00.000000069,1970,1,1
2024-03-02,West Europe,Storage,999.46,1269,139.92,99.968,2.1,126.73,1970-01-01 00:00:00.000000069,1970,1,1
2024-03-02,Central India,Compute,482.17,612,270.01,99.793,2.26,125.59,1970-01-01 00:00:00.000000062,1970,1,1
2024-03-02,Central India,Storage,839.98,1066,117.6,99.825,2.26,125.59,1970-01-01 00:00:00.000000062,1970,1,1
2024-03-03,East US,Compute,665.1,844,372.46,99.813,2.19,124.58,1970-01-01 00:00:00.000000066,1970,1,1
2024-03-03,East US,Storage,1111.02,1410,155.54,99.735,2.19,124.58,1970-01-01 00:00:00.000000066,1970,1,1
2024-03-03,West Europe,Compute,554.47,704,310.51,99.519,2.24,125.85,1970-01-01 00:00:00.000000062,1970,1,1
2024-03-03,West Europe,Storage,961.88,1221,134.66,99.964,2.24,125.85,1970-01-01 00:00:00.000000062,1970,1,1
2024-03-03,Central India,Compute,492.26,625,275.67,99.907,2.04,121.94,1970-01-01 00:00:00.000000060,1970,1,1
2024-03-03,Central India,Storage,820.67,1042,114.89,99.758,2.04,121.94,1970-01-01 00:00:00.000000060,1970,1,1
2024-03-04,East US,Compute,688.56,874,385.6,99.644,2.29,121.66,1970-01-01 00:00:00.000000065,1970,1,1
2024-03-04,East US,Storage,1125.72,1429,157.6,99.657,2.29,121.66,1970-01-01 00:00:00.000000065,1970,1,1
2024-03-04,West Europe,Compute,576.73,732,322.97,99.79,2.24,126.12,1970-01-01 00:00:00.000000069,1970,1,1
2024-03-04,West Europe,Storage,996.85,1265,139.56,99.953,2.24,126.12,1970-01-01 00:00:00.000000069,1970,1,1
2024-03-04,Central India,Compute,481.8,611,269.81,99.493,2.23,127.19,1970-01-01 00:00:00.000000068,1970,1,1
2024-03-04,Central India,Storage,834.88,1060,116.88,99.888,2.23,127.19,1970-01-01 00:00:00.000000068,1970,1,1
2024-03-05,East US,Compute,665.03,844,372.42,99.431,2.14,126.44,1970-01-01 00:00:00.000000066,1970,1,1
2024-03-05,East US,Storage,1142.59,1451,159.96,99.49,2.14,126.44,1970-01-01 00:00:00.000000066,1970,1,1
2024-03-05,West Europe,Compute,576.88,732,323.05,99.746,2.28,125.47,1970-01-01 00:00:00.000000063,1970,1,1
2024-03-05,West Europe,Storage,991.26,1258,138.78,99.41,2.28,125.47,1970-01-01 00:00:00.000000063,1970,1,1
2024-03-05,Central India,Compute,505.93,642,283.32,99.452,2.14,126.31,1970-01-01 00:00:00.000000062,1970,1,1
2024-03-05,Central India,Storage,829.57,1053,116.14,99.968,2.14,126.31,1970-01-01 00:00:00.000000062,1970,1,1
2024-03-06,East US,Compute,687.76,873,385.15,99.749,2.11,125.93,1970-01-01 00:00:00.000000062,1970,1,1
2024-03-06,East US,Storage,1148.98,1459,160.86,99.952,2.11,125.93,1970-01-01 00:00:00.000000062,1970,1,1
2024-03-06,West Europe,Compute,575.68,731,322.38,99.572,2.2,122.63,1970-01-01 00:00:00.000000068,1970,1,1
2024-03-06,West Europe,Storage,996.0,1264,139.44,99.739,2.2,122.63,1970-01-01 00:00:00.000000068,1970,1,1
2024-03-06,Central India,Compute,511.75,649,286.58,99.608,1.98,124.4,1970-01-01 00:00:00.000000062,1970,1,1
2024-03-06,Central India,Storage,857.57,1089,120.06,99.918,1.98,124.4,1970-01-01 00:00:00.000000062,1970,1,1
2024-03-07,East US,Compute,674.22,856,377.57,99.407,2.34,122.4,1970-01-01 00:00:00.000000062,1970,1,1
2024-03-07,East US,Storage,1142.07,1450,159.89,99.775,2.34,122.4,1970-01-01 00:00:00.000000062,1970,1,1
2024-03-07,West Europe,Compute,591.69,751,331.35,99.43,2.02,124.43,1970-01-01 00:00:00.000000062,1970,1,1
2024-03-07,West Europe,Storage,968.17,1229,135.54,99.822,2.02,124.43,1970-01-01 00:00:00.000000062,1970,1,1
2024-03-07,Central India,Compute,516.33,655,289.14,99.653,2.23,124.65,1970-01-01 00:00:00.000000064,1970,1,1
2024-03-07,Central India,Storage,854.94,1085,119.69,99.573,2.23,124.65,1970-01-01 00:00:00.000000064,1970,1,1
2024-03-08,East US,Compute,659.3,837,369.21,99.92,2.05,126.37,1970-01-01 00:00:00.000000063,1970,1,1
2024-03-08,East US,Storage,1118.59,1420,156.6,99.642,2.05,126.37,1970-01-01 00:00:00.000000063,1970,1,1
2024-03-08,West Europe,Compute,581.36,738,325.56,99.79,2.13,123.11,1970-01-01 00:00:00.000000065,1970,1,1
2024-03-08,West Europe,Storage,966.37,1227,135.29,99.66,2.13,123.11,1970-01-01 00:00:00.000000065,1970,1,1
2024-03-08,Central India,Compute,486.41,617,272.39,99.972,2.01,127.28,1970-01-01 00:00:00.000000064,1970,1,1
2024-03-08,Central India,Storage,819.77,1041,114.77,99.765,2.01,127.28,1970-01-01 00:00:00.000000064,1970,1,1
2024-03-09,East US,Compute,657.11,834,367.98,99.569,1.95,122.21,1970-01-01 00:00:00.000000069,1970,1,1
2024-03-09,East US,Storage,1115.03,1416,156.1,99.58,1.95,122.21,1970-01-01 00:00:00.000000069,1970,1,1
2024-03-09,West Europe,Compute,575.81,731,322.45,99.74,2.17,126.18,1970-01-01 00:00:00.000000064,1970,1,1
2024-03-09,West Europe,Storage,969.82,1231,135.78,99.919,2.17,126.18,1970-01-01 00:00:00.000000064,1970,1,1
2024-03-09,Central India,Compute,515.46,654,288.66,99.736,2.15,127.33,1970-01-01 00:00:00.000000063,1970,1,1
2024-03-09,Central India,Storage,823.85,1046,115.34,99.589,2.15,127.33,1970-01-01 00:00:00.000000063,1970,1,1
2024-03-10,East US,Compute,672.76,854,376.75,99.547,2.28,126.55,1970-01-01 00:00:00.000000066,1970,1,1
2024-03-10,East US,Storage,1133.53,1439,158.69,99.659,2.28,126.55,1970-01-01 00:00:00.000000066,1970,1,1
2024-03-10,West Europe,Compute,592.16,752,331.61,99.406,2.13,126.75,1970-01-01 00:00:00.000000064,1970,1,1
2024-03-10,West Europe,Storage,966.42,1227,135.3,99.561,2.13,126.75,1970-01-01 00:00:00.000000064,1970,1,1
2024-03-10,Central India,Compute,483.03,613,270.5,99.482,2.3,125.23,1970-01-01 00:00:00.000000064,1970,1,1
2024-03-10,Central India,Storage,832.13,1056,116.5,99.413,2.3,125.23,1970-01-01 00:00:00.000000064,1970,1,1
2024-03-11,East US,Compute,811.3499999999999,866,382.18,99.497,2.18,125.515,1970-01-01 00:00:00.000000068,1970,1,1
2024-03-11,East US,Storage,1144.93,1454,160.29,99.581,2.16,121.73,1970-01-01 00:00:00.000000068,1970,1,1
2024-03-11,West Europe,Compute,582.88,740,326.41,99.577,2.26,126.91,1970-01-01 00:00:00.000000060,1970,1,1
2024-03-11,West Europe,Storage,990.18,1257,138.62,99.719,2.26,126.91,1970-01-01 00:00:00.000000060,1970,1,1
2024-03-11,Central India,Compute,491.88,624,275.45,99.858,2.13,126.35,1970-01-01 00:00:00.000000060,1970,1,1
2024-03-11,Central India,Storage,838.11,1064,117.33,99.505,2.13,126.35,1970-01-01 00:00:00.000000060,1970,1,1
2024-03-12,East US,Compute,648.16,823,362.97,99.781,2.19,127.09,1970-01-01 00:00:00.000000065,1970,1,1
2024-03-12,East US,Storage,1124.12,1427,157.38,99.837,2.19,127.09,1970-01-01 00:00:00.000000065,1970,1,1
2024-03-12,West Europe,Compute,567.29,720,317.68,99.57,2.15,123.21,1970-01-01 00:00:00.000000069,1970,1,1
2024-03-12,West Europe,Storage,992.72,1260,138.98,99.609,2.15,123.21,1970-01-01 00:00:00.000000069,1970,1,1
2024-03-12,Central India,Compute,466.19,592,261.06,99.796,1.98,124.52,1970-01-01 00:00:00.000000060,1970,1,1
2024-03-12,Central India,Storage,845.24,1073,118.33,99.926,1.98,124.52,1970-01-01 00:00:00.000000060,1970,1,1
2024-03-13,East US,Compute,673.61,855,377.22,99.901,2.32,127.04,1970-01-01 00:00:00.000000066,1970,1,1
2024-03-13,East US,Storage,1115.27,1416,156.14,99.892,2.32,127.04,1970-01-01 00:00:00.000000066,1970,1,1
2024-03-13,West Europe,Compute,561.06,712,314.2,99.638,2.21,122.94,1970-01-01 00:00:00.000000061,1970,1,1
2024-03-13,West Europe,Storage,968.11,1229,135.54,99.451,2.21,122.94,1970-01-01 00:00:00.000000061,1970,1,1
2024-03-13,Central India,Compute,493.93,627,276.6,99.929,2.28,124.5,1970-01-01 00:00:00.000000064,1970,1,1
2024-03-13,Central India,Storage,817.95,1038,114.51,99.777,2.28,124.5,1970-01-01 00:00:00.000000064,1970,1,1
2024-03-14,East US,Compute,668.6,849,374.41,99.916,2.04,126.64,1970-01-01 00:00:00.000000067,1970,1,1
2024-03-14,East US,Storage,1148.24,1458,160.75,99.909,2.04,126.64,1970-01-01 00:00:00.000000067,1970,1,1
2024-03-14,West Europe,Compute,811.3499999999999,747,329.48,99.586,2.18,125.515,1970-01-01 00:00:00.000000063,1970,1,1
2024-03-14,West Europe,Storage,951.62,1208,133.23,99.531,2.01,122.48,1970-01-01 00:00:00.000000063,1970,1,1
2024-03-14,Central India,Compute,471.86,599,264.24,99.521,1.99,123.9,1970-01-01 00:00:00.000000062,1970,1,1
2024-03-14,Central India,Storage,856.08,1087,119.85,99.661,1.99,123.9,1970-01-01 00:00:00.000000062,1970,1,1
2024-03-15,East US,Compute,652.81,829,365.57,99.91,2.29,127.04,1970-01-01 00:00:00.000000064,1970,1,1
2024-03-15,East US,Storage,1154.52,1466,161.63,99.981,2.29,127.04,1970-01-01 00:00:00.000000064,1970,1,1
2024-03-15,West Europe,Compute,576.76,732,322.99,99.87,2.31,127.3,1970-01-01 00:00:00.000000063,1970,1,1
2024-03-15,West Europe,Storage,983.75,1249,137.73,99.708,2.31,127.3,1970-01-01 00:00:00.000000063,1970,1,1
2024-03-15,Central India,Compute,493.23,626,276.21,99.81,2.13,126.26,1970-01-01 00:00:00.000000064,1970,1,1
