region,service_line,resource_demand,capacity_planned,operational_spend_usd,reliability_score,gdp_growth_rate,tech_investment_index,cloud_sentiment_score,year,month,day,rolling_mean_7,rolling_std_7,lag_1,lag_7,lag_14,day_of_week,is_weekend,quarter,demand_spike_flag
West Europe,Compute,569.22,722,318.77,99.576,1.96,122.65,1970-01-01 00:00:00.000000063,1970,1,1,736.15,229.45348562762476,1096.34,1109.54,678.53,4,0,1,0
West Europe,Storage,989.07,1256,138.47,99.969,1.96,122.65,1970-01-01 00:00:00.000000063,1970,1,1,798.0442857142856,231.1287898450517,569.22,555.81,811.3499999999999,4,0,1,0
Central India,Compute,485.05,616,271.63,99.586,1.97,121.95,1970-01-01 00:00:00.000000068,1970,1,1,728.9757142857143,243.59456622683118,989.07,968.53,551.31,4,0,1,0
Central India,Storage,838.86,1065,117.44,99.6,1.97,121.95,1970-01-01 00:00:00.000000068,1970,1,1,778.7871428571428,221.2512863777508,485.05,490.18,989.29,4,0,1,0
East US,Compute,653.3,829,365.85,99.581,1.9,123.72,1970-01-01 00:00:00.000000060,1970,1,1,756.1814285714285,225.39222682755872,838.86,811.54,468.22,5,1,1,0
East US,Storage,1131.73,1437,158.44,99.41,1.9,123.72,1970-01-01 00:00:00.000000060,1970,1,1,823.3671428571428,259.8946550504829,653.3,661.43,810.0,5,1,1,1
West Europe,Compute,586.59,744,328.49,99.671,2.16,120.24,1970-01-01 00:00:00.000000065,1970,1,1,750.5457142857142,241.41937983911882,1131.73,1096.34,644.05,5,1,1,0
West Europe,Storage,993.38,1261,139.07,99.606,2.16,120.24,1970-01-01 00:00:00.000000065,1970,1,1,811.14,241.5532050432506,586.59,569.22,1109.54,5,1,1,0
Central India,Compute,502.2,637,281.23,99.839,2.07,123.34,1970-01-01 00:00:00.000000069,1970,1,1,741.5871428571428,251.6642420444539,993.38,989.07,555.81,5,1,1,0
Central India,Storage,870.49,1105,121.87,99.976,2.07,123.34,1970-01-01 00:00:00.000000069,1970,1,1,796.65,227.1528698182496,502.2,485.05,968.53,5,1,1,0
West Europe,Compute,564.55,716,316.15,99.788,1.9,123.3,1970-01-01 00:00:00.000000064,1970,1,1,757.4628571428572,241.84356456976374,870.49,838.86,490.18,6,1,1,0
East US,Storage,1137.61,1444,159.27,99.608,2.09,124.47,1970-01-01 00:00:00.000000062,1970,1,1,826.65,274.19086497061375,564.55,653.3,811.54,6,1,1,1
East US,Compute,668.54,849,374.38,99.67,2.09,124.47,1970-01-01 00:00:00.000000062,1970,1,1,760.4799999999999,242.33567146969224,1137.61,1131.73,661.43,6,1,1,0
West Europe,Storage,965.62,1226,135.19,99.664,1.9,123.3,1970-01-01 00:00:00.000000064,1970,1,1,814.6271428571429,239.33267012774536,668.54,586.59,1096.34,6,1,1,0
Central India,Storage,840.71,1067,117.7,99.597,2.16,123.84,1970-01-01 00:00:00.000000067,1970,1,1,792.8171428571429,226.96503429047425,965.62,993.38,569.22,6,1,1,0
Central India,Compute,500.15,635,280.08,99.75,2.16,123.84,1970-01-01 00:00:00.000000067,1970,1,1,792.5242857142857,227.40342022179743,840.71,502.2,989.07,6,1,1,0
East US,Compute,642.31,815,359.7,99.486,1.96,120.23,1970-01-01 00:00:00.000000064,1970,1,1,759.9271428571428,230.69516543946642,500.15,870.49,485.05,0,0,1,0
East US,Storage,1123.84,1427,157.34,99.972,1.96,120.23,1970-01-01 00:00:00.000000064,1970,1,1,839.8257142857144,247.95679185812077,642.31,564.55,838.86,0,0,1,1
West Europe,Compute,588.11,746,329.34,99.483,1.91,121.54,1970-01-01 00:00:00.000000065,1970,1,1,761.3257142857143,223.77257568471467,1123.84,1137.61,653.3,0,0,1,0
West Europe,Storage,946.56,1202,132.52,99.422,1.91,121.54,1970-01-01 00:00:00.000000065,1970,1,1,801.0428571428571,229.1671098939436,588.11,668.54,1131.73,0,0,1,0
Central India,Compute,505.14,641,282.88,99.562,1.89,124.45,1970-01-01 00:00:00.000000060,1970,1,1,735.26,239.8911421179752,946.56,965.62,586.59,0,0,1,0
Central India,Storage,811.16,1030,113.56,99.414,1.89,124.45,1970-01-01 00:00:00.000000060,1970,1,1,731.0385714285713,237.97861412520302,505.14,840.71,993.38,0,0,1,0
East US,Compute,668.98,849,374.63,99.546,2.24,124.41,1970-01-01 00:00:00.000000062,1970,1,1,755.157142857143,218.43104180452337,811.16,500.15,502.2,1,0,1,0
East US,Storage,1143.35,1452,160.07,99.898,2.24,124.41,1970-01-01 00:00:00.000000062,1970,1,1,826.7342857142856,254.41728360164146,668.98,642.31,870.49,1,0,1,1
West Europe,Compute,589.75,748,330.26,99.41,2.19,120.04,1970-01-01 00:00:00.000000063,1970,1,1,750.4357142857142,229.3136016359213,1143.35,1123.84,564.55,1,0,1,0
West Europe,Storage,975.58,1238,136.58,99.608,2.19,120.04,1970-01-01 00:00:00.000000063,1970,1,1,805.7885714285713,230.3624346132683,589.75,588.11,1137.61,1,0,1,0
Central India,Compute,511.8,649,286.61,99.436,2.09,123.56,1970-01-01 00:00:00.000000066,1970,1,1,743.6800000000001,244.27152590235843,975.58,946.56,668.54,1,0,1,0
Central India,Storage,855.43,1086,119.76,99.408,2.09,123.56,1970-01-01 00:00:00.000000066,1970,1,1,793.7214285714284,222.13704069249454,511.8,505.14,965.62,1,0,1,0
East US,Storage,1117.75,1419,156.49,99.917,2.02,120.09,1970-01-01 00:00:00.000000067,1970,1,1,837.5199999999999,254.07721805257017,855.43,811.16,840.71,2,0,1,1
West Europe,Compute,580.83,737,325.27,99.581,1.91,119.73,1970-01-01 00:00:00.000000063,1970,1,1,824.9271428571428,265.7396471934065,1117.75,668.98,500.15,2,0,1,0
East US,Compute,654.4,831,366.46,99.685,2.02,120.09,1970-01-01 00:00:00.000000067,1970,1,1,755.0771428571428,229.94151196295422,580.83,1143.35,642.31,2,0,1,0
Central India,Compute,512.41,650,286.95,99.406,1.98,122.92,1970-01-01 00:00:00.000000060,1970,1,1,744.0285714285714,240.81056700434115,654.4,589.75,1123.84,2,0,1,0
Central India,Storage,804.92,1022,112.69,99.421,1.98,122.92,1970-01-01 00:00:00.000000060,1970,1,1,719.6485714285715,221.31025969805134,512.41,975.58,588.11,2,0,1,0
West Europe,Storage,969.33,1231,135.71,99.929,1.91,119.73,1970-01-01 00:00:00.000000063,1970,1,1,785.01,217.21892144408892,804.92,511.8,946.56,2,0,1,0
East US,Compute,681.47,865,381.62,99.523,2.02,121.5,1970-01-01 00:00:00.000000060,1970,1,1,760.1585714285713,217.77004679466893,969.33,855.43,505.14,3,0,1,0
East US,Storage,1135.34,1441,158.95,99.93,2.02,121.5,1970-01-01 00:00:00.000000060,1970,1,1,762.6714285714287,222.63124709023276,681.47,1117.75,811.16,3,0,1,1
West Europe,Compute,569.51,723,318.93,99.441,2.24,124.97,1970-01-01 00:00:00.000000064,1970,1,1,761.0542857142856,224.20777542695674,1135.34,580.83,668.98,3,0,1,0
West Europe,Storage,985.33,1251,137.95,99.575,2.24,124.97,1970-01-01 00:00:00.000000064,1970,1,1,808.3299999999999,232.69947235293267,569.51,654.4,1143.35,3,0,1,0
Central India,Compute,475.35,603,266.2,99.43,2.03,125.26,1970-01-01 00:00:00.000000062,1970,1,1,803.0357142857143,240.8336543382272,985.33,512.41,589.75,3,0,1,0
Central India,Storage,854.59,1085,119.64,99.675,2.03,125.26,1970-01-01 00:00:00.000000062,1970,1,1,810.1314285714286,241.6288283317045,475.35,804.92,975.58,3,0,1,0
East US,Compute,651.66,827,364.93,99.913,2.18,122.25,1970-01-01 00:00:00.000000066,1970,1,1,764.75,236.52330195282366,854.59,969.33,511.8,4,0,1,0
East US,Storage,1134.89,1441,158.88,99.46,2.18,122.25,1970-01-01 00:00:00.000000066,1970,1,1,829.5242857142857,269.6781225743721,651.66,681.47,855.43,4,0,1,1
West Europe,Compute,557.15,707,312.0,99.544,2.3,122.98,1970-01-01 00:00:00.000000069,1970,1,1,746.9257142857142,248.08082391679937,1134.89,1135.34,1117.75,4,0,1,0
West Europe,Storage,991.18,1258,138.76,99.629,2.3,122.98,1970-01-01 00:00:00.000000069,1970,1,1,807.1642857142858,249.01391968168778,557.15,569.51,580.83,4,0,1,0
Central India,Compute,472.7,600,264.71,99.456,2.08,122.89,1970-01-01 00:00:00.000000066,1970,1,1,733.9314285714287,262.8781626171187,991.18,985.33,654.4,4,0,1,0
Central India,Storage,853.56,1084,119.5,99.424,2.08,122.89,1970-01-01 00:00:00.000000066,1970,1,1,787.9614285714285,238.62157065309984,472.7,475.35,512.41,4,0,1,0
West Europe,Compute,564.58,717,316.16,99.69,2.18,121.19,1970-01-01 00:00:00.000000069,1970,1,1,746.5314285714286,250.02876690683473,853.56,854.59,804.92,5,1,1,0
East US,Storage,1140.1,1447,159.61,99.931,1.95,123.74,1970-01-01 00:00:00.000000068,1970,1,1,816.3085714285714,284.86838788164204,564.58,651.66,969.33,5,1,1,1
East US,Compute,648.74,823,363.3,99.423,1.95,123.74,1970-01-01 00:00:00.000000068,1970,1,1,746.8585714285713,251.5690668867808,1140.1,1134.89,681.47,5,1,1,0
West Europe,Storage,988.82,1255,138.44,99.871,2.18,121.19,1970-01-01 00:00:00.000000069,1970,1,1,808.5257142857143,250.21927309576168,648.74,557.15,1135.34,5,1,1,0
Central India,Storage,828.39,1052,115.98,99.591,2.16,125.38,1970-01-01 00:00:00.000000061,1970,1,1,785.2699999999999,237.6637371722211,988.82,991.18,569.51,5,1,1,0
Central India,Compute,488.23,620,273.41,99.792,2.16,125.38,1970-01-01 00:00:00.000000061,1970,1,1,787.4885714285714,234.3084199958514,828.39,472.7,985.33,5,1,1,0
East US,Compute,675.54,857,378.31,99.505,2.06,125.86,1970-01-01 00:00:00.000000068,1970,1,1,762.0571428571429,235.59936337734325,488.23,853.56,475.35,6,1,1,0
East US,Storage,1153.15,1464,161.44,99.676,2.06,125.86,1970-01-01 00:00:00.000000068,1970,1,1,846.1385714285714,257.394300210693,675.54,564.58,854.59,6,1,1,1
West Europe,Compute,560.77,712,314.03,99.917,2.04,125.09,1970-01-01 00:00:00.000000067,1970,1,1,763.3771428571429,239.6478932179656,1153.15,1140.1,651.66,6,1,1,0
West Europe,Storage,971.14,1233,135.96,99.438,2.04,125.09,1970-01-01 00:00:00.000000067,1970,1,1,809.4342857142857,244.86784999649242,560.77,648.74,1134.89,6,1,1,0
Central India,Compute,811.3499999999999,629,277.42,99.635,2.18,125.515,1970-01-01 00:00:00.000000061,1970,1,1,784.0814285714285,232.05123273597502,971.14,988.82,557.15,6,1,1,0
Central India,Storage,825.91,1048,115.63,99.778,1.98,120.92,1970-01-01 00:00:00.000000061,1970,1,1,783.7271428571429,231.974189994942,811.3499999999999,828.39,991.18,6,1,1,0
East US,Compute,674.67,856,377.81,99.892,2.09,122.51,1970-01-01 00:00:00.000000068,1970,1,1,810.3614285714285,201.03123790666382,825.91,488.23,472.7,0,0,1,0
East US,Storage,1142.28,1450,159.92,99.608,2.09,122.51,1970-01-01 00:00:00.000000068,1970,1,1,877.0385714285713,224.85313076380706,674.67,675.54,853.56,0,0,1,1
West Europe,Compute,544.24,691,304.78,99.602,2.03,122.02,1970-01-01 00:00:00.000000060,1970,1,1,790.0514285714286,217.90808822594363,1142.28,1153.15,564.58,0,0,1,0
West Europe,Storage,972.34,1234,136.13,99.63,2.03,122.02,1970-01-01 00:00:00.000000060,1970,1,1,848.8471428571428,200.56761417821878,544.24,560.77,1140.1,0,0,1,0
Central India,Compute,498.37,632,279.09,99.695,2.19,122.61,1970-01-01 00:00:00.000000067,1970,1,1,781.3085714285714,229.96836068095465,972.34,971.14,648.74,0,0,1,0
Central India,Storage,856.39,1087,119.89,99.767,2.19,122.61,1970-01-01 00:00:00.000000067,1970,1,1,787.7428571428571,231.57346377296653,498.37,811.3499999999999,988.82,0,0,1,0
West Europe,Compute,554.9,704,310.75,99.973,1.96,121.51,1970-01-01 00:00:00.000000068,1970,1,1,749.0271428571428,246.3142756530285,856.39,825.91,828.39,1,0,1,0
East US,Compute,650.8,826,364.45,99.982,2.0,125.75,1970-01-01 00:00:00.000000060,1970,1,1,745.6171428571428,247.67671285463254,554.9,674.67,488.23,1,0,1,0
East US,Storage,1098.97,1395,153.86,99.628,2.0,125.75,1970-01-01 00:00:00.000000060,1970,1,1,739.4300000000001,236.4005706422891,650.8,1142.28,675.54,1,0,1,0
Central India,Compute,486.27,617,272.31,99.449,2.05,123.38,1970-01-01 00:00:00.000000065,1970,1,1,731.1485714285715,245.2285171989974,1098.97,544.24,1153.15,1,0,1,0
Central India,Storage,848.85,1078,118.84,99.471,2.05,123.38,1970-01-01 00:00:00.000000065,1970,1,1,713.5071428571429,228.88277019137132,486.27,972.34,560.77,1,0,1,0
West Europe,Storage,968.99,1230,135.66,99.559,1.96,121.51,1970-01-01 00:00:00.000000068,1970,1,1,780.7385714285714,224.22867051506213,848.85,498.37,971.14,1,0,1,0
East US,Compute,662.85,841,371.2,99.863,2.05,123.5,1970-01-01 00:00:00.000000063,1970,1,1,753.09,225.2755543033167,968.99,856.39,811.3499999999999,2,0,1,0
East US,Storage,1145.13,1454,160.32,99.761,2.05,123.5,1970-01-01 00:00:00.000000063,1970,1,1,837.4085714285715,248.04004625789557,662.85,554.9,825.91,2,0,1,1
West Europe,Compute,584.73,742,327.45,99.469,2.13,121.04,1970-01-01 00:00:00.000000064,1970,1,1,827.97,257.40476633763654,1145.13,650.8,674.67,2,0,1,0
West Europe,Storage,952.94,1210,133.41,99.536,2.13,121.04,1970-01-01 00:00:00.000000064,1970,1,1,807.1085714285715,236.88020491580193,584.73,1098.97,1142.28,2,0,1,0
Central India,Compute,500.7,635,280.39,99.897,2.03,120.99,1970-01-01 00:00:00.000000062,1970,1,1,809.1700000000001,233.6637420882123,952.94,486.27,544.24,2,0,1,0
Central India,Storage,822.11,1044,115.1,99.759,2.03,120.99,1970-01-01 00:00:00.000000062,1970,1,1,805.35,233.1248809114976,500.7,848.85,972.34,2,0,1,0
West Europe,Compute,561.69,713,314.54,99.854,2.25,124.0,1970-01-01 00:00:00.000000068,1970,1,1,747.1642857142858,236.28244580424936,822.11,968.99,498.37,3,0,1,0
East US,Storage,1136.07,1442,159.05,99.696,2.0,122.29,1970-01-01 00:00:00.000000061,1970,1,1,814.7671428571429,272.9847666515651,561.69,662.85,856.39,3,0,1,1
East US,Compute,656.67,833,367.74,99.605,2.0,122.29,1970-01-01 00:00:00.000000061,1970,1,1,744.9871428571429,234.12761738805918,1136.07,1145.13,554.9,3,0,1,0
Central India,Storage,842.37,1069,117.93,99.563,1.92,121.01,1970-01-01 00:00:00.000000069,1970,1,1,781.7928571428572,224.80098314689246,656.67,584.73,650.8,3,0,1,0
Central India,Compute,509.35,646,285.24,99.67,1.92,121.01,1970-01-01 00:00:00.000000069,1970,1,1,718.4228571428572,230.95322749525738,842.37,952.94,1098.97,3,0,1,0
West Europe,Storage,999.7,1269,139.96,99.829,2.25,124.0,1970-01-01 00:00:00.000000068,1970,1,1,789.7085714285714,229.55695621701156,509.35,500.7,486.27,3,0,1,0
West Europe,Compute,592.76,752,331.95,99.808,2.14,122.69,1970-01-01 00:00:00.000000065,1970,1,1,756.9442857142858,240.2785796984506,999.7,822.11,848.85,4,0,1,0
East US,Compute,651.28,827,364.72,99.449,1.98,122.19,1970-01-01 00:00:00.000000062,1970,1,1,769.7428571428571,230.3247187280227,592.76,561.69,968.99,4,0,1,0
East US,Storage,1100.1,1397,154.01,99.646,1.98,122.19,1970-01-01 00:00:00.000000062,1970,1,1,764.6042857142857,221.0023710926454,651.28,1136.07,662.85,4,0,1,0
Central India,Storage,831.85,1056,116.46,99.479,2.2,122.65,1970-01-01 00:00:00.000000064,1970,1,1,789.63,216.61812004846976,1100.1,656.67,1145.13,4,0,1,0
West Europe,Storage,996.37,1265,139.49,99.961,2.14,122.69,1970-01-01 00:00:00.000000065,1970,1,1,811.63,230.25796388688332,831.85,842.37,584.73,4,0,1,0
Central India,Compute,518.68,658,290.46,99.894,2.2,122.65,1970-01-01 00:00:00.000000064,1970,1,1,812.9628571428572,228.23469212737166,996.37,509.35,952.94,4,0,1,0
East US,Compute,687.22,872,384.84,99.595,2.06,125.89,1970-01-01 00:00:00.000000069,1970,1,1,768.3228571428572,215.84633675482223,518.68,999.7,500.7,5,1,1,0
East US,Storage,1124.99,1428,157.5,99.604,2.06,125.89,1970-01-01 00:00:00.000000069,1970,1,1,844.3557142857143,236.4529597232919,687.22,592.76,822.11,5,1,1,1
West Europe,Compute,572.28,726,320.48,99.752,2.04,124.23,1970-01-01 00:00:00.000000065,1970,1,1,833.0699999999999,248.76876961012064,1124.99,651.28,561.69,5,1,1,0
West Europe,Storage,967.25,1228,135.42,99.531,2.04,124.23,1970-01-01 00:00:00.000000065,1970,1,1,814.0914285714285,229.30814518376576,572.28,1100.1,1136.07,5,1,1,0
Central India,Compute,468.72,595,262.48,99.538,1.99,121.42,1970-01-01 00:00:00.000000063,1970,1,1,762.2157142857143,263.1925091928682,967.25,831.85,656.67,5,1,1,0
Central India,Storage,847.83,1076,118.7,99.538,1.99,121.42,1970-01-01 00:00:00.000000063,1970,1,1,740.9957142857144,246.63445926155177,468.72,996.37,842.37,5,1,1,0
East US,Compute,645.84,820,361.67,99.48,2.11,124.98,1970-01-01 00:00:00.000000060,1970,1,1,759.1614285714286,231.76558555492872,847.83,518.68,509.35,6,1,1,0
East US,Storage,1125.04,1428,157.51,99.976,2.11,124.98,1970-01-01 00:00:00.000000060,1970,1,1,821.7071428571428,265.7064530463574,645.84,687.22,999.7,6,1,1,1
West Europe,Compute,569.45,723,318.89,99.859,2.1,125.74,1970-01-01 00:00:00.000000067,1970,1,1,742.3442857142857,241.9240404794544,1125.04,1124.99,592.76,6,1,1,0
West Europe,Storage,974.3,1237,136.4,99.989,2.1,125.74,1970-01-01 00:00:00.000000067,1970,1,1,799.7757142857143,242.5408753768555,569.45,572.28,651.28,6,1,1,0
Central India,Compute,480.22,609,268.92,99.566,2.05,124.19,1970-01-01 00:00:00.000000062,1970,1,1,730.2,255.97500379268786,974.3,967.25,1100.1,6,1,1,0
Central India,Storage,821.68,1043,115.04,99.674,2.05,124.19,1970-01-01 00:00:00.000000062,1970,1,1,780.6228571428571,229.25195882218637,480.22,468.72,831.85,6,1,1,0
West Europe,Compute,581.15,738,325.44,99.433,1.95,121.31,1970-01-01 00:00:00.000000068,1970,1,1,742.5257142857143,238.2056668691392,821.68,847.83,996.37,0,0,1,0
East US,Compute,645.44,819,361.45,99.924,2.17,123.59,1970-01-01 00:00:00.000000066,1970,1,1,742.4685714285714,238.2327727544756,581.15,645.84,518.68,0,0,1,0
East US,Storage,1107.2,1406,155.01,99.583,2.17,123.59,1970-01-01 00:00:00.000000066,1970,1,1,739.9200000000001,233.50652189321517,645.44,1125.04,687.22,0,0,1,0
Central India,Compute,504.85,641,282.71,99.421,2.05,125.57,1970-01-01 00:00:00.000000067,1970,1,1,730.6914285714286,242.47112985732056,1107.2,569.45,1124.99,0,0,1,0
Central India,Storage,832.89,1057,116.61,99.893,2.05,125.57,1970-01-01 00:00:00.000000067,1970,1,1,710.49,223.97775961018965,504.85,974.3,572.28,0,0,1,0
West Europe,Storage,957.71,1216,134.08,99.713,1.95,121.31,1970-01-01 00:00:00.000000068,1970,1,1,778.7028571428572,214.67755632686925,832.89,480.22,967.25,0,0,1,0
East US,Compute,679.7,863,380.63,99.819,2.25,120.98,1970-01-01 00:00:00.000000065,1970,1,1,758.4200000000001,216.63851996663305,957.71,821.68,468.72,1,0,1,0
East US,Storage,1140.57,1448,159.68,99.494,2.25,120.98,1970-01-01 00:00:00.000000065,1970,1,1,838.3371428571428,242.04001444074518,679.7,581.15,847.83,1,0,1,1
West Europe,Compute,577.22,733,323.25,99.93,2.21,121.3,1970-01-01 00:00:00.000000062,1970,1,1,828.5914285714287,252.25919655707102,1140.57,645.44,645.84,1,0,1,0
West Europe,Storage,974.38,1237,136.41,99.657,2.21,121.3,1970-01-01 00:00:00.000000062,1970,1,1,809.617142857143,231.9912427739665,577.22,1107.2,1125.04,1,0,1,0
Central India,Compute,485.47,616,271.86,99.904,2.09,121.85,1970-01-01 00:00:00.000000068,1970,1,1,806.8485714285715,236.3099392343714,974.38,504.85,569.45,1,0,1,0
Central India,Storage,818.56,1039,114.6,99.95,2.09,121.85,1970-01-01 00:00:00.000000068,1970,1,1,804.8014285714286,236.10872858555152,485.47,832.89,974.3,1,0,1,0
East US,Compute,665.79,845,372.84,99.614,2.11,121.19,1970-01-01 00:00:00.000000068,1970,1,1,763.0985714285714,230.3089368238938,818.56,957.71,480.22,2,0,1,0
East US,Storage,1154.49,1466,161.63,99.626,2.11,121.19,1970-01-01 00:00:00.000000068,1970,1,1,830.9257142857142,268.41557262679703,665.79,679.7,821.68,2,0,1,1
West Europe,Compute,596.27,757,333.91,99.86,2.07,122.38,1970-01-01 00:00:00.000000068,1970,1,1,753.1685714285715,241.22673479726973,1154.49,1140.57,581.15,2,0,1,0
West Europe,Storage,986.3,1252,138.08,99.971,2.07,122.38,1970-01-01 00:00:00.000000068,1970,1,1,811.6085714285715,241.0490107446042,596.27,577.22,645.44,2,0,1,0
Central India,Compute,489.14,621,273.92,99.937,1.91,120.33,1970-01-01 00:00:00.000000063,1970,1,1,742.2885714285713,255.7610728413382,986.3,974.38,1107.2,2,0,1,0
Central India,Storage,854.16,1084,119.58,99.432,1.91,120.33,1970-01-01 00:00:00.000000063,1970,1,1,794.9585714285713,230.80399111429085,489.14,485.47,504.85,2,0,1,0
East US,Storage,1134.17,1440,158.78,99.913,2.06,120.99,1970-01-01 00:00:00.000000062,1970,1,1,840.0457142857142,264.543728764398,854.16,818.56,832.89,3,0,1,1
West Europe,Compute,585.65,743,327.97,99.916,2.17,124.86,1970-01-01 00:00:00.000000066,1970,1,1,828.5971428571429,274.8741965405437,1134.17,665.79,957.71,3,0,1,0
East US,Compute,639.33,811,358.02,99.74,2.06,120.99,1970-01-01 00:00:00.000000062,1970,1,1,755.0028571428572,239.8047846140887,585.65,1154.49,679.7,3,0,1,0
Central India,Compute,486.86,618,272.64,99.809,2.24,120.52,1970-01-01 00:00:00.000000061,1970,1,1,739.3728571428571,254.9615663660103,639.33,596.27,1140.57,3,0,1,0
Central India,Storage,810.69,1029,113.5,99.53,2.24,120.52,1970-01-01 00:00:00.000000061,1970,1,1,714.2857142857143,234.42837206398758,486.86,986.3,577.22,3,0,1,0
West Europe,Storage,971.26,1233,135.98,99.658,2.17,124.86,1970-01-01 00:00:00.000000066,1970,1,1,783.1600000000001,227.99104149066898,810.69,489.14,974.38,3,0,1,0
East US,Compute,661.13,839,370.23,99.973,2.14,125.99,1970-01-01 00:00:00.000000060,1970,1,1,755.5842857142858,229.639888655923,971.26,854.16,485.47,4,0,1,0
East US,Storage,1128.22,1432,157.95,99.599,2.14,125.99,1970-01-01 00:00:00.000000060,1970,1,1,754.7342857142858,228.0102504170329,661.13,1134.17,818.56,4,0,1,1
West Europe,Compute,576.16,731,322.65,99.779,2.09,123.27,1970-01-01 00:00:00.000000063,1970,1,1,753.3785714285714,229.2082240691907,1128.22,585.65,665.79,4,0,1,0
West Europe,Storage,973.66,1236,136.31,99.909,2.09,123.27,1970-01-01 00:00:00.000000063,1970,1,1,801.14,236.20866925947755,576.16,639.33,1154.49,4,0,1,0
Central India,Compute,500.56,635,280.31,99.497,2.18,125.75,1970-01-01 00:00:00.000000061,1970,1,1,803.0971428571429,233.2083538179456,973.66,486.86,596.27,4,0,1,0
Central India,Storage,842.94,1070,118.01,99.718,2.18,125.75,1970-01-01 00:00:00.000000061,1970,1,1,807.7042857142858,233.70139037221128,500.56,810.69,986.3,4,0,1,0
East US,Compute,672.12,853,376.39,99.878,1.93,121.64,1970-01-01 00:00:00.000000068,1970,1,1,764.97,226.03360067329209,842.94,971.26,489.14,5,1,1,0
East US,Storage,1141.66,1449,159.83,99.59,1.93,121.64,1970-01-01 00:00:00.000000068,1970,1,1,833.6171428571428,259.7026282574157,672.12,661.13,854.16,5,1,1,1
West Europe,Compute,569.86,723,319.12,99.73,1.92,122.11,1970-01-01 00:00:00.000000062,1970,1,1,753.8514285714285,239.06475185805272,1141.66,1128.22,1134.17,5,1,1,0
West Europe,Storage,963.07,1223,134.83,99.942,1.92,122.11,1970-01-01 00:00:00.000000062,1970,1,1,809.1242857142859,235.8404401183945,569.86,576.16,585.65,5,1,1,0
Central India,Compute,811.3499999999999,614,270.86,99.634,2.18,125.515,1970-01-01 00:00:00.000000063,1970,1,1,785.9371428571429,224.68263786314864,963.07,973.66,639.33,5,1,1,0
Central India,Storage,841.14,1068,117.76,99.574,1.92,125.32,1970-01-01 00:00:00.000000063,1970,1,1,834.5914285714287,186.15866516035624,811.3499999999999,500.56,486.86,5,1,1,0
West Europe,Compute,569.68,723,319.02,99.712,2.19,121.6,1970-01-01 00:00:00.000000063,1970,1,1,795.5542857142858,211.09688469650936,841.14,842.94,810.69,6,1,1,0
East US,Compute,680.91,864,381.31,99.912,2.17,124.33,1970-01-01 00:00:00.000000060,1970,1,1,796.8100000000001,210.26476166966242,569.68,672.12,971.26,6,1,1,0
East US,Storage,1098.16,1394,153.74,99.445,2.17,124.33,1970-01-01 00:00:00.000000060,1970,1,1,790.5957142857143,198.69893414050156,680.91,1141.66,661.13,6,1,1,0
Central India,Compute,469.6,596,262.97,99.684,2.1,120.85,1970-01-01 00:00:00.000000065,1970,1,1,776.2728571428572,219.75955873896092,1098.16,569.86,1128.22,6,1,1,0
Central India,Storage,835.01,1060,116.9,99.841,2.1,120.85,1970-01-01 00:00:00.000000065,1970,1,1,757.9785714285714,206.55091990665562,469.6,963.07,576.16,6,1,1,0
West Europe,Storage,982.84,1248,137.6,99.807,2.19,121.6,1970-01-01 00:00:00.000000063,1970,1,1,782.4771428571429,223.41761633872147,835.01,811.3499999999999,973.66,6,1,1,0
Central India,Compute,467.34,593,261.71,99.519,1.93,122.45,1970-01-01 00:00:00.000000061,1970,1,1,729.0771428571428,250.13388273178057,982.84,841.14,500.56,0,0,1,0
Central India,Storage,820.51,1042,114.87,99.488,1.93,122.45,1970-01-01 00:00:00.000000061,1970,1,1,764.9100000000001,241.30420579288145,467.34,569.68,842.94,0,0,1,0
East US,Compute,668.83,849,374.55,99.672,1.91,121.71,1970-01-01 00:00:00.000000064,1970,1,1,763.1842857142857,242.04711599584223,820.51,680.91,672.12,0,0,1,0
East US,Storage,1123.72,1427,157.32,99.553,1.91,121.71,1970-01-01 00:00:00.000000064,1970,1,1,766.8357142857143,248.06073845311494,668.83,1098.16,1141.66,0,0,1,1
West Europe,Compute,572.34,726,320.51,99.545,2.06,124.92,1970-01-01 00:00:00.000000069,1970,1,1,781.512857142857,229.9189578753264,1123.72,469.6,569.86,0,0,1,0
West Europe,Storage,979.5,1243,137.13,99.768,2.06,124.92,1970-01-01 00:00:00.000000069,1970,1,1,802.1542857142857,241.7060361856347,572.34,835.01,963.07,0,0,1,0
East US,Compute,654.63,831,366.59,99.961,2.19,124.49,1970-01-01 00:00:00.000000065,1970,1,1,755.2671428571429,232.47154160701652,979.5,982.84,811.3499999999999,1,0,1,0
East US,Storage,1141.52,1449,159.81,99.709,2.19,124.49,1970-01-01 00:00:00.000000065,1970,1,1,851.5785714285714,232.95782775920114,654.63,467.34,841.14,1,0,1,1
West Europe,Compute,596.74,757,334.18,99.591,2.19,123.53,1970-01-01 00:00:00.000000067,1970,1,1,819.6114285714285,252.46790254265122,1141.52,820.51,569.68,1,0,1,0
West Europe,Storage,968.41,1229,135.58,99.659,2.19,123.53,1970-01-01 00:00:00.000000067,1970,1,1,862.4085714285713,248.00035567370787,596.74,668.83,680.91,1,0,1,0
